,Unnamed: 0,season_no,season_title,uploading_date,rate,time,E,title
294,294,2,Patagonia to Alaska,3,735742,15,-1,BIG NEWS!! (Good and bad...) 
295,295,2,Patagonia to Alaska,3,613169,13,1, - START OF A NEW ADVENTURE! 
296,296,2,Patagonia to Alaska,3,570710,14,2, - Welcome to the UK! 
297,297,2,Patagonia to Alaska,3,569804,15,3, - Let's go ARGENTINA! 
298,298,2,Patagonia to Alaska,3,528745,17,4, HERE WE GO AGAIN... 
299,299,2,Patagonia to Alaska,3,1109610,22,5, FIX THAT PUNCTURE! 
300,300,2,Patagonia to Alaska,3,488481,14,6, OFF-ROAD PLANS FAILED 
301,301,2,Patagonia to Alaska,3,459863,15,7, Argentina's GHOST TOWN 
302,302,2,Patagonia to Alaska,3,388908,14,8, FIRST MOUNTAINS in ARGENTINA 
303,303,2,Patagonia to Alaska,3,393614,14,9, UH-OH.. That's a problem. 
304,304,2,Patagonia to Alaska,3,348287,15,10, Incredible WILDLIFE in ARGENTINA! 
305,305,2,Patagonia to Alaska,3,347343,12,11, YES!! On the road again! 
306,306,2,Patagonia to Alaska,3,307166,13,12," PENGUINS at Peninsula Valdes, Argentina "
307,307,2,Patagonia to Alaska,3,334984,18,13," Into the wild! - El Cabo Raso, Argentina "
308,308,2,Patagonia to Alaska,3,300955,13,14,"  Nobody comes here... El Cabo, Argentina "
309,309,2,Patagonia to Alaska,3,294412,11,15, You HAVE to ride Ruta Provincial 1 in Argentina! 
310,310,2,Patagonia to Alaska,3,298213,17,16," A walk through JURASSIC times - Bosques Petrificados de Jamarillo, Argentina "
311,311,2,Patagonia to Alaska,3,325812,18,17," A CRAZY day in Patagonia, Argentina "
312,312,2,Patagonia to Alaska,3,297560,15,18, CROSSING INTO CHILE - on a Royal Enfield Himalayan 
313,313,2,Patagonia to Alaska,3,351062,15,19, You WON'T believe what I saw in Tierra del Fuego! 
314,314,2,Patagonia to Alaska,3,297697,13,20, Seeing snow-capped mountains after 4000 kilometers of flat lands.. 
315,315,2,Patagonia to Alaska,3,283996,14,21, I reached the End of the Road! 
316,316,2,Patagonia to Alaska,3,310033,20,22, Let's get OUT OF HERE - Tierra del Fuego Patagonia 
317,317,2,Patagonia to Alaska,3,299232,20,23," Spending a day with locals in Porvenir, Chile "
318,318,2,Patagonia to Alaska,3,312344,22,24," Visiting Pigeon Mountain. Wait, WHAT?! "
319,319,2,Patagonia to Alaska,3,325121,15,25," Discover Torres del Paine National Park, Chile "
320,320,2,Patagonia to Alaska,3,320912,16,26, An afternoon with an unusual surviving glacier 
321,321,2,Patagonia to Alaska,3,284246,16,27, What am I doing?? 
322,322,2,Patagonia to Alaska,3,276704,15,28, This is why there are so many dead trees in Patagonia. 
323,323,2,Patagonia to Alaska,3,272329,16,29," Riding to a Patagonian Estancia, Argentina "
324,324,2,Patagonia to Alaska,3,234000,12,30," Horse riding in wild Patagonia, Argentina "
325,325,2,Patagonia to Alaska,3,242970,17,31," This is 9,000 years old hidden art in Argentina! "
326,326,2,Patagonia to Alaska,3,290409,19,32, First time crossing the Andes on my Royal Enfield Himalayan 
327,327,2,Patagonia to Alaska,3,264788,19,33, Did you ever hear of the Marble Caves in Chile? 
328,328,2,Patagonia to Alaska,3,245075,12,34," Battling Dust & Road works on the Carretera Austral, Chile "
329,329,2,Patagonia to Alaska,3,272244,19,35,"  A tragedy happened here - To Futaleufu, Chile by Motorcycle "
330,330,2,Patagonia to Alaska,3,259339,20,36, Where are the Alerces in Parque National de Alerces in Argentina? 
331,331,2,Patagonia to Alaska,3,320925,19,37, 11.000 kilometers on my Royal Enfield Himalayan! 
332,332,2,Patagonia to Alaska,3,296905,25,38, IB CHRISTMAS SPECIAL 
333,333,2,Patagonia to Alaska,3,276921,17,39, Riding a motorcycle on an ACTIVE VOLCANO! 
334,334,2,Patagonia to Alaska,3,306547,20,40, Crossing the remote Paso Pichachen in Argentina by motorcycle 
335,335,2,Patagonia to Alaska,3,299837,23,41, My motorcycle and me are boiling in the desert in Argentina 
336,336,2,Patagonia to Alaska,3,245794,11,42," The final stretch to Mendoza, Argentina! "
337,337,2,Patagonia to Alaska,3,338541,15,43," I'm so sorry, Dhanno! "
338,338,2,Patagonia to Alaska,3,311583,22,44," Riding at almost 5,000 metres altitude in the Andes,  at Paso Agua Negra "
339,339,2,Patagonia to Alaska,3,323596,14,45, Royal Enfield Himalayan Maintenance needed! 
340,340,2,Patagonia to Alaska,3,453532,22,46, Caught in a hail storm at 4700 meters altitude in the Andes! 
341,341,2,Patagonia to Alaska,3,328648,20,47, Can somebody please explain me THIS? 
342,342,2,Patagonia to Alaska,3,296739,15,48, Riding in SAND - SAND - SAND! 
343,343,2,Patagonia to Alaska,3,904672,28,49," Parts breaking off my Royal Enfield Himalayan to see this: Cono de Arita, Argentina "
344,344,2,Patagonia to Alaska,3,509606,16,50, I'm OUT! 
345,345,2,Patagonia to Alaska,3,409402,14,51, I'm BACK!! 
346,346,2,Patagonia to Alaska,3,503202,26,52, This Argentinean dog BIT me! 
347,347,2,Patagonia to Alaska,3,373022,21,53," Sleeping at 4,000 meters altitude at the Argentina-Chile border!! "
348,348,2,Patagonia to Alaska,3,324764,14,54," Goodbye, Argentina!! "
349,349,2,Patagonia to Alaska,3,405639,11,55," I'm FLOATING!! in Laguna Baltinache, Chile "
350,350,2,Patagonia to Alaska,3,327263,15,56, Crossing into BOLIVIA! 
351,351,2,Patagonia to Alaska,3,275438,11,57, Riding the Ruta de Las Lagunas in Bolivia by MOTORCYCLE 
352,352,2,Patagonia to Alaska,3,310424,20,58," I’m LOST at 4,600 meters altitude in BOLIVIA "
353,353,2,Patagonia to Alaska,3,346644,23,59,  Surviving torrential downpour in Bolivia 
354,354,2,Patagonia to Alaska,3,301365,13,60, ALONE on the road in Bolivia [Uyuni to Potosi
355,355,2,Patagonia to Alaska,3,394700,22,61, WARNING: SHOCKING!!  This is where your silver comes from. 
356,356,2,Patagonia to Alaska,3,294769,16,62," The crater of Maragua, Bolivia - Does it exist? "
357,357,2,Patagonia to Alaska,3,281202,16,63," Why you should visit Maragua, BOLIVIA! "
358,358,2,Patagonia to Alaska,3,321953,16,64, Che Guevara was EXECUTED right here.. 
359,359,2,Patagonia to Alaska,3,369289,14,65, I'm STUCK here in Bolivia. 
360,360,2,Patagonia to Alaska,3,331392,22,66, Riding a motorcycle through THE CLOUDS! 
361,361,2,Patagonia to Alaska,3,313971,17,67, Bolivia in the rainy season - LANDSLIDES! 
362,362,2,Patagonia to Alaska,3,336289,18,68, ESCAPING more destructive rain in BOLIVIA! 
363,363,2,Patagonia to Alaska,3,420223,21,69, Trying to get out of Bolivia because corona virus COVID-19 outbreak - ESCAPE! 
364,364,2,Patagonia to Alaska,3,401151,12,71, I'm in LOCKDOWN in Peru. 
365,365,2,Patagonia to Alaska,3,390843,16,70, I have to leave my motorcycle behind... 
366,366,2,Patagonia to Alaska,3,1277723,35,72, Things took a turn for the worse in Peru... 
367,367,2,Patagonia to Alaska,3,645320,15,73, Evacuation from Peru 
368,368,2,Patagonia to Alaska,3,470393,16,74, Evacuation from Peru - PART 2 
369,369,2,Patagonia to Alaska,3,523282,8,75, LIMA in QUARANTINE 
370,370,2,Patagonia to Alaska,3,582089,9,76, Repatriated from Peru 
371,371,1,India to Europe,4,1346013,4,1, KICKOFF!! 
372,372,1,India to Europe,4,658959,3,2, An EMPTY road in India 
373,373,1,India to Europe,4,486887,3,3, GANGA AARTI in India 
374,374,1,India to Europe,4,427671,5,4, Battling Cows in India 
375,375,1,India to Europe,4,392433,4,5, CHAIN MAINTENANCE of a Royal Enfield Himalayan 
376,376,1,India to Europe,4,387966,4,6, FRESH AIR! 
377,377,1,India to Europe,4,428419,5,7, SIKKIM BABY! 
378,378,1,India to Europe,4,320985,4,8, TEA ANYONE? 
379,379,1,India to Europe,4,313167,7,9, GOT BEACHED in India 
380,380,1,India to Europe,4,295248,4,10, BE GENTLE ON MY CURVES 
381,381,1,India to Europe,4,327101,5,11, LOST IN THE JUNGLE 
382,382,1,India to Europe,4,292452,4,12, NEED WATER! 
383,383,1,India to Europe,4,257834,4,13, NAGALAND = DUST 
384,384,1,India to Europe,4,319016,6,14, WORST ROAD EVER? 
385,385,1,India to Europe,4,305572,5,15, LAST RIDE IN INDIA 
386,386,1,India to Europe,4,324998,5,16, CROSSING INTO MYANMAR 
387,387,1,India to Europe,4,217999,5,17, BIKING BAGAN in Myanmar 
388,388,1,India to Europe,4,199630,5,18, WHERE IS MY MOJO? 
389,389,1,India to Europe,4,197703,5,19, RIDE WITH ROADS UP! 
390,390,1,India to Europe,4,208781,5,20, STUNNING MYANMAR!! 
391,391,1,India to Europe,4,306489,4,21, CROSSING INTO THAILAND 
392,392,1,India to Europe,4,200900,5,22, STEAMING! 
393,393,1,India to Europe,4,197595,5,23, ELEPHANTS on the road in Thailand 
394,394,1,India to Europe,4,339837,7,24, OOPS! 
395,395,1,India to Europe,4,223218,5,25, BACK ON THE ROAD! 
396,396,1,India to Europe,4,195225,4,26, THE BEST OF CENTRAL THAILAND 
397,397,1,India to Europe,4,549774,6,27, TOO MUCH SOUND?? 
398,398,1,India to Europe,4,314631,6,28, NEW PARTS! 
399,399,1,India to Europe,4,285939,7,29, RIDING SOUTH in Thailand 
400,400,1,India to Europe,4,206641,5,30, FOLLOW THAT TRAIL 
401,401,1,India to Europe,4,216810,6,31, FROM LAND TO WATER 
402,402,1,India to Europe,4,173860,7,32, TYRE FINISHED? 
403,403,1,India to Europe,4,218692,7,33, MY THAI IS TERRIBLE 
404,404,1,India to Europe,4,378274,10,34, CROSSING INTO MALAYSIA 
405,405,1,India to Europe,4,551154,8,35, NO SWEAT - Cameron Highlands 
406,406,1,India to Europe,4,516373,11,36, TYRE PUNCTURE! 
407,407,1,India to Europe,4,703500,14,37, 11.000 Km Service Royal Enfield Himalayan 
408,408,1,India to Europe,4,272322,11,38, CRATING BASANTI (Part 1) 
409,409,1,India to Europe,4,279614,7,39, CRATING BASANTI (Part 2) 
410,410,1,India to Europe,4,425697,4,-1,INDIA TO MALAYSIA - A solo motorcycle ride on a Royal Enfield Himalayan (2018) 
411,411,1,India to Europe,4,343532,10,40, THE JOURNEY CONTINUES - TO OMAN! 
412,412,1,India to Europe,4,243126,9,41, OFFROAD OMAN - Part 1 
413,413,1,India to Europe,4,167728,9,42, OFFROADING OMAN - Part 2 
414,414,1,India to Europe,4,223132,10,43, GRAND CANYON OF OMAN 
415,415,1,India to Europe,4,203349,11,44, THE LONG WAY UP - in Oman 
416,416,1,India to Europe,4,175624,8,45, THE LONG WAY DOWN - in Oman 
417,417,1,India to Europe,4,376243,10,46, BASANTI IS BACK!! - Arrival in Oman 
418,418,1,India to Europe,4,554656,9,-1,S1 - Installing PowerTRONIC ECU on the Royal Enfield Himalayan BS4 (2018) 
419,419,1,India to Europe,4,315971,11,47, FULL THROTTLE BASANTI! 
420,420,1,India to Europe,4,225868,9,48, A DESERT ISLAND in Oman 
421,421,1,India to Europe,4,245867,11,49, CROSSING THE DESERT in Oman 
422,422,1,India to Europe,4,203929,9,50, BACK TO THE MOUNTAINS 
423,423,1,India to Europe,4,1033409,11,51, CROSSING INTO THE UAE 
424,424,1,India to Europe,4,299259,7,52, ABU DHABI & DUBAI 
425,425,1,India to Europe,4,561556,13,53, CROSSING INTO IRAN 
426,426,1,India to Europe,4,414748,11,54, FIRST RIDE IN IRAN 
427,427,1,India to Europe,4,346816,11,55, THE HOTTEST PLACE ON EARTH in Iran 
428,428,1,India to Europe,4,818628,15,56, A DAY OF UNEXPECTED EVENTS in Iran 
429,429,1,India to Europe,4,728622,11,57, THIS IS IRAN 
430,430,1,India to Europe,4,474640,7,58, DANGEROUS ROADS IN IRAN 
431,431,1,India to Europe,4,343455,7,59, THE COLDEST DAY IN IRAN 
432,432,1,India to Europe,4,302507,10,60, WILL I GET MY TURKMENISTAN VISA? 
433,433,1,India to Europe,4,321291,11,61, SPRING IN IRAN! 
434,434,1,India to Europe,4,379792,8,62, BASANTI BROKE DOWN in Iran 
435,435,1,India to Europe,4,749492,13,63, RESCUED IN IRAN 
436,436,1,India to Europe,4,398904,11,64, TO TURKMENISTAN! 
437,437,1,India to Europe,4,404100,15,65, CROSSING INTO TURKMENISTAN 
438,438,1,India to Europe,4,395501,12,66, GATEWAY TO HELL in Turkmenistan 
439,439,1,India to Europe,4,390485,14,67, CROSSING INTO UZBEKISTAN 
440,440,1,India to Europe,4,311697,11,68," RIDING THE SILK ROAD - To Khiva, Uzbekistan "
441,441,1,India to Europe,4,1160760,11,69, BAD FUEL in Uzbekistan 
442,442,1,India to Europe,4,344615,10,70, HISTORICAL UZBEKISTAN 
443,443,1,India to Europe,4,289016,8,71, CROSSING INTO TAJIKISTAN 
444,444,1,India to Europe,4,352150,10,72, THE MOUNTAINS OF TAJIKISTAN 
445,445,1,India to Europe,4,1874993,15,73, TO THE AFGHAN BORDER 
446,446,1,India to Europe,4,658825,13,74, TOUGH ROADS IN TAJIKISTAN 
447,447,1,India to Europe,4,346157,11,75, WAKHAN VALLEY - Part 1 
448,448,1,India to Europe,4,269933,9,76, WAKHAN VALLEY - Part 2 
449,449,1,India to Europe,4,479932,14,77, REMOTE RIDING in Tajikistan 
450,450,1,India to Europe,4,409214,13,78, HIGH ALTITUDE RIDING in Tajikistan 
451,451,1,India to Europe,4,676593,13,79, CROSSING INTO KYRGYZSTAN 
452,452,1,India to Europe,4,407806,11,80, FIRST RIDE in Kyrgyzstan 
453,453,1,India to Europe,4,384779,14,81, THE LAKES of KYRGYZSTAN 
454,454,1,India to Europe,4,1146567,14,82, SNOWY KYRGYZSTAN 
455,455,1,India to Europe,4,496123,16,83, CROSSING INTO KAZAKHSTAN 
456,456,1,India to Europe,4,691486,18,84, SERVICE IN KAZAKHSTAN - 22.000 KM 
457,457,1,India to Europe,4,412202,17,85, THE PLAINS OF KAZAKHSTAN 
458,458,1,India to Europe,4,358077,16,86, EXPLORING TURKESTAN in Kazakhstan 
459,459,1,India to Europe,4,318559,14,87, ALONE IN SAURAN 
460,460,1,India to Europe,4,364169,18,88, WHERE IS THE ARAL SEA? 
461,461,1,India to Europe,4,280036,13,89, CAMELS & NOTHING in Kazakhstan 
462,462,1,India to Europe,4,271339,13,90, BUG PLAGUE! in Kazakhstan 
463,463,1,India to Europe,4,268403,12,91, ENDLESS ROADS in Kazakhstan 
464,464,1,India to Europe,4,2699812,19,92, CROSSING INTO RUSSIA 
465,465,1,India to Europe,4,696441,15,93, WHAT IS THIS? 
466,466,1,India to Europe,4,1991673,11,94, STOPPED BY THE POLICE in Russia 
467,467,1,India to Europe,4,790094,15,95, LAST RIDE IN RUSSIA 
468,468,1,India to Europe,4,858253,15,96, CROSSING INTO GEORGIA 
469,469,1,India to Europe,4,543526,18,97, CROSSING INTO ARMENIA 
470,470,1,India to Europe,4,651801,17,98, MEET THE ARMENIAN PEOPLE 
